Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
"State Bank of Mayville, The",8000157,Former Bank/Trust Company,19560601,Merge To Federal,First National Bank of Jamestown,8500161
"State Bank of Mayville, The",8000157,Former Bank/Trust Company,18940000,Established,"State Bank of Mayville, The",
State Bank of Newfane,8000167,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
State Bank of Newfane,8000167,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
State Bank of Newfane,8000167,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
State Bank of Newfane,8000167,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
State Bank of Newfane,8000167,Former Bank/Trust Company,19850101,Name Change To,"Norstar Bank, N.A.",
State Bank of Newfane,8000167,Former Bank/Trust Company,19820901,Name Change To,Liberty National Bank,
State Bank of Newfane,8000167,Former Bank/Trust Company,19630901,Merge To Federal,Liberty National Bank and Trust Company,170048
State Bank of Newfane,8000167,Former Bank/Trust Company,19170000,Established,State Bank of Newfane,
State Bank of New South Wales Limited,2219009,Foreign Representative Offices,19970124,Closed,,
State Bank of New South Wales Limited,2219009,Foreign Representative Offices,19950928,Licensed,State Bank of New South Wales Limited,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,20040630,Convert Federal,HSBC Bank USA,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19991231,Name Change To,HSBC Bank USA,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19991231,Merge To State,Republic Bank of New York,170040
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19990329,Name Change To,HSBC Bank USA,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19931231,Convert State,Marine Midland Bank,5800183
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19800201,Convert Federal,"Marine Midland Bank, N.A.",8500023
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19760101,Merge To State,Marine Midland Bank (12/75-2/80),170046
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19700101,Name Change To,Marine Midland Bank - Western,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19650901,Name Change To,Marine Midland Trust Company of Western New York,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19510428,Name Change To,Marine Trust Company of Western New York,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19510401,Merge To State,Marine Trust Company of Buffalo,5000014
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19260701,Established,State Bank of North Tonawanda,
State Bank of North Tonawanda,8000177,Former Bank/Trust Company,19260701,Bank To Trust Co.,State Trust Company of North Tonawanda,
State Bank of Norwood,8000179,Former Bank/Trust Company,19580901,Merge To Federal,St. Lawrence County National Bank,8500032
State Bank of Norwood,8000179,Former Bank/Trust Company,18870000,Established,State Bank of Norwood,
State Bank of Ontario,8500152,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
State Bank of Ontario,8500152,Former Bank/Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
State Bank of Ontario,8500152,Former Bank/Trust Company,19920619,Merge To State,Chemical Bank,103011
State Bank of Ontario,8500152,Former Bank/Trust Company,19851231,Merge To State,Manufacturers Hanover Trust Company,113004
State Bank of Ontario,8500152,Former Bank/Trust Company,19820101,Merge To Federal,"Manufacturers Hanover Trust Co./Western NY, N.A.",140
State Bank of Ontario,8500152,Former Bank/Trust Company,19820101,Name Change To,"Manufacturers Hanover, National Association",
State Bank of Ontario,8500152,Former Bank/Trust Company,19750101,Name Change To,Manufacturers Hanover Trust Co./Central New York,
State Bank of Ontario,8500152,Former Bank/Trust Company,19730401,Name Change To,Manufacturers Hanover Trust Co/Genesee Region,
State Bank of Ontario,8500152,Former Bank/Trust Company,19541029,Bank To Trust Co.,,
State Bank of Ontario,8500152,Former Bank/Trust Company,19140000,Established,State Bank of Ontario,
State Bank of Palmyra,8000459,Former Bank/Trust Company,20040630,Convert Federal,HSBC Bank USA,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19991231,Name Change To,HSBC Bank USA,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19991231,Merge To State,Republic Bank of New York,170040
State Bank of Palmyra,8000459,Former Bank/Trust Company,19990329,Name Change To,HSBC Bank USA,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19931231,Convert State,Marine Midland Bank,5800183
State Bank of Palmyra,8000459,Former Bank/Trust Company,19800201,Convert Federal,"Marine Midland Bank, N.A.",8500023
State Bank of Palmyra,8000459,Former Bank/Trust Company,19760101,Merge To State,Marine Midland Bank (12/75-2/80),170046
State Bank of Palmyra,8000459,Former Bank/Trust Company,19700101,Name Change To,Marine Midland Bank - Rochester,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19631201,Name Change To,Marine Midland Trust Company of Rochester,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19541201,Name Change To,Genesee Valley Union Trust Company,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19360601,Merge To State,Union Trust Company of Rochester,5000016
State Bank of Palmyra,8000459,Former Bank/Trust Company,19291230,Bank To Trust Co.,Wayne County Trust Company,
State Bank of Palmyra,8000459,Former Bank/Trust Company,19220000,Established,State Bank of Palmyra,
State Bank of Pearl River,8000249,Former Bank/Trust Company,20040630,Convert Federal,HSBC Bank USA,
State Bank of Pearl River,8000249,Former Bank/Trust Company,19991231,Name Change To,HSBC Bank USA,
State Bank of Pearl River,8000249,Former Bank/Trust Company,19991231,Merge To State,Republic Bank of New York,170040
State Bank of Pearl River,8000249,Former Bank/Trust Company,19990329,Name Change To,HSBC Bank USA,
State Bank of Pearl River,8000249,Former Bank/Trust Company,19931231,Convert State,Marine Midland Bank,5800183
State Bank of Pearl River,8000249,Former Bank/Trust Company,19800201,Convert Federal,"Marine Midland Bank, N.A.",8500023
State Bank of Pearl River,8000249,Former Bank/Trust Company,19760101,Merge To State,Marine Midland Bank (12/75-2/80),170046
State Bank of Pearl River,8000249,Former Bank/Trust Company,19691201,Merge To Federal,Marine Midland National Bank of Southeastern NY,1170005
State Bank of Pearl River,8000249,Former Bank/Trust Company,19691201,Name Change To,"Marine Midland Bank of Southeastern N.Y., N.A.",
State Bank of Pearl River,8000249,Former Bank/Trust Company,19580901,Merge To State,Nyack Bank and Trust Company,8000180
State Bank of Pearl River,8000249,Former Bank/Trust Company,19580901,Name Change To,Marine Midland Trust Company of Rockland County,
State Bank of Pearl River,8000249,Former Bank/Trust Company,19230000,Established,State Bank of Pearl River,
State Bank of Randolph,8000193,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
State Bank of Randolph,8000193,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
State Bank of Randolph,8000193,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
State Bank of Randolph,8000193,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
State Bank of Randolph,8000193,Former Bank/Trust Company,19870401,Merge To Federal,"Norstar Bank, N.A.",170048
State Bank of Randolph,8000193,Former Bank/Trust Company,19851201,Name Change To,Norstar Bank (Rochester),
State Bank of Randolph,8000193,Former Bank/Trust Company,19841201,Name Change To,Security Norstar Bank,
State Bank of Randolph,8000193,Former Bank/Trust Company,19840401,Name Change To,Security Trust Company,
State Bank of Randolph,8000193,Former Bank/Trust Company,19840401,Merge To State,Security Trust Company of Rochester,8000254
State Bank of Randolph,8000193,Former Bank/Trust Company,19750102,Merge To State,First Trust Union Bank,8000234
State Bank of Randolph,8000193,Former Bank/Trust Company,18740000,Established,State Bank of Randolph,
State Bank of Richmond County,8000289,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
State Bank of Richmond County,8000289,Former Bank/Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
State Bank of Richmond County,8000289,Former Bank/Trust Company,19920619,Merge To State,Chemical Bank,103011
State Bank of Richmond County,8000289,Former Bank/Trust Company,19610908,Name Change To,Manufacturers Hanover Trust Company,
State Bank of Richmond County,8000289,Former Bank/Trust Company,19501013,Merge To State,Manufacturers Trust Company,113004
State Bank of Richmond County,8000289,Former Bank/Trust Company,19300120,Merge To State,Brooklyn Trust Company,134
State Bank of Richmond County,8000289,Former Bank/Trust Company,19200000,Established,State Bank of Richmond County,
State Bank of Rushford,8000203,Former Bank/Trust Company,19920701,Merge To State,Manufacturers and Traders Trust Company,113003
State Bank of Rushford,8000203,Former Bank/Trust Company,19810901,Merge To State,Central Trust Company Rochester N.Y.,103008
State Bank of Rushford,8000203,Former Bank/Trust Company,19810901,Name Change To,Central Trust Company,
State Bank of Rushford,8000203,Former Bank/Trust Company,19590901,Name Change To,Citizens Central Bank,
State Bank of Rushford,8000203,Former Bank/Trust Company,19590801,Merge To State,Citizens Bank of Arcade,72
State Bank of Rushford,8000203,Former Bank/Trust Company,19210000,Established,State Bank of Rushford,
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,20010717,Merge To Federal,Citibank N. A.,4400000
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19841231,Name Change To,European American Bank,
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19741008,Merge To State,European-American Bank & Trust Company,105007
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19621001,Name Change To,Franklin National Bank,
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19571001,Name Change To,Franklin National Bank of Long Island,
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19550501,Merge To Federal,Franklin National Bank of Franklin Square,5800002
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19491201,Merge To State,Nassau County Trust Company,8000160
"State Bank of Sea Cliff, N.Y., The",8000213,Former Bank/Trust Company,19230000,Established,"State Bank of Sea Cliff, N.Y., The",
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19870401,Merge To Federal,"Norstar Bank, N.A.",170048
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19851201,Name Change To,Norstar Bank (Rochester),
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19841201,Name Change To,Security Norstar Bank,
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19840401,Merge To State,Security Trust Company of Rochester,8000254
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19840401,Name Change To,Security Trust Company,
"State Bank of Seneca Falls, N.Y.",8000215,Former Bank/Trust Company,19020000,Established,"State Bank of Seneca Falls, N.Y.",
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19870401,Merge To Federal,"Norstar Bank, N.A.",170048
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19851201,Name Change To,Norstar Bank (Rochester),
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19841201,Name Change To,Security Norstar Bank,
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19840401,Name Change To,Security Trust Company,
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19560201,NYS Chartered,"State Bank of Shortsville, The",
"State Bank of Shortsville, The",8000216,Former Bank/Trust Company,19560201,Merge To State,Security Trust Company of Rochester,8000254
State Bank of South Australia,670056,Foreign Agencies,19950907,Closed,,
State Bank of South Australia,670056,Foreign Agencies,19940725,Name Change To,South Australian Asset Management Corporation,
State Bank of South Australia,670056,Foreign Agencies,19881007,Licensed,State Bank of South Australia,
State Bank of Suffolk,8000062,Former Bank/Trust Company,20010717,Merge To Federal,Citibank N. A.,4400000
State Bank of Suffolk,8000062,Former Bank/Trust Company,19841231,Name Change To,European American Bank,
State Bank of Suffolk,8000062,Former Bank/Trust Company,19741008,Merge To State,European-American Bank & Trust Company,105007
State Bank of Suffolk,8000062,Former Bank/Trust Company,19621001,Name Change To,Franklin National Bank,
State Bank of Suffolk,8000062,Former Bank/Trust Company,19571001,Merge To Federal,Franklin National Bank of Franklin Square,5800002
State Bank of Suffolk,8000062,Former Bank/Trust Company,19571001,Name Change To,Franklin National Bank of Long Island,
State Bank of Suffolk,8000062,Former Bank/Trust Company,19561201,Acquire By Merger,"Suffolk County Trust Company, The",8000197
State Bank of Suffolk,8000062,Former Bank/Trust Company,19550901,Acquire By Merger,Bank of Amityville,8000047
State Bank of Suffolk,8000062,Former Bank/Trust Company,19550901,Name Change To,State Bank of Suffolk,
State Bank of Suffolk,8000062,Former Bank/Trust Company,19500801,Name Change To,South Side Bank,
State Bank of Suffolk,8000062,Former Bank/Trust Company,18870000,Established,South Side Bank of Bay Shore,
State Bank of Victor,8000230,Former Bank/Trust Company,19571101,Merge To Federal,Canandaigua National Bank & Trust Company,5800102
State Bank of Victor,8000230,Former Bank/Trust Company,19210000,Established,State Bank of Victor,
State Bank of Victoria,619003,Foreign Agencies,19910313,Closed,,
State Bank of Victoria,619003,Foreign Agencies,19880708,Name Change To,State Bank of Victoria,
State Bank of Victoria,619003,Foreign Agencies,19850711,Licensed,Commissioners of the State Bank of Victoria,
State Bank of Westchester,119025,Bank,20040319,Revoked,,
State Bank of Westchester,119025,Bank,19930330,Name Change To,Reliance Bank,
State Bank of Westchester,119025,Bank,19860815,NYS Chartered,State Bank of Westchester,
"State Bank of Williamson, The",67,Bank,19920701,Merge To State,Manufacturers and Traders Trust Company,113003
"State Bank of Williamson, The",67,Bank,19810901,Name Change To,Central Trust Company,
"State Bank of Williamson, The",67,Bank,19440612,Merge To State,"Central Trust Company Rochester, N.Y.",103008
"State Bank of Williamson, The",67,Bank,19050000,Established,"State Bank of Williamson, The",
"State Bank, The",121,Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
"State Bank, The",121,Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
"State Bank, The",121,Trust Company,19920619,Merge To State,Chemical Bank,103011
"State Bank, The",121,Trust Company,19610908,Name Change To,Manufacturers Hanover Trust Company,
"State Bank, The",121,Trust Company,19290126,Merge To State,Manufacturers Trust Company,113004
"State Bank, The",121,Trust Company,19280301,Bank To Trust Co.,State Bank and Trust Company,
"State Bank, The",121,Trust Company,19150301,Acquire By Merger,"Clinton Bank, The",8000411
"State Bank, The",121,Trust Company,18900000,Established,"State Bank, The",
Staten Island Bank & Trust,219011,Savings Banks,20060908,Merge To Federal,Sovereign Bank,5801193
Staten Island Bank & Trust,219011,Savings Banks,20040412,Merge To State,Independence Community Bank,209001
Staten Island Bank & Trust,219011,Savings Banks,19971008,Convert Federal,"Staten Island Savings Bank, FSB",
Staten Island Bank & Trust,219011,Savings Banks,19970101,Purchased LID of,North Side Savings Bank,214006
Staten Island Bank & Trust,219011,Savings Banks,19950818,Acquire By Merger,Gateway State Bank,107001
Staten Island Bank & Trust,219011,Savings Banks,19831210,Acquire By Merger,Richmond County Savings & Loan Association,210
Staten Island Bank & Trust,219011,Savings Banks,18661130,Name Change To,Staten Island Savings Bank,
Staten Island Bank & Trust,219011,Savings Banks,18640406,NYS Chartered,"Staten Island Savings Bank, The",
"Staten Island Building, Loan & Savings Assoc",8200268,Former Savings and Loan,19710819,Convert Federal,New Brighton-Staten Island FS & LA,
"Staten Island Building, Loan & Savings Assoc",8200268,Former Savings and Loan,19570823,Name Change To,New Brighton-Staten Island Savings & Loan Assoc,
"Staten Island Building, Loan & Savings Assoc",8200268,Former Savings and Loan,19570823,Acquire By Merger,New Brighton Savings & Loan Association,8200085
"Staten Island Building, Loan & Savings Assoc",8200268,Former Savings and Loan,18760208,NYS Chartered,"Staten Island Building, Loan & Savings Assoc",
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19960714,Merge To State,Chemical Bank,103011
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19650901,Convert Federal,"Chase Manhattan Bank, N.A., The",5800033
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19570701,Merge To State,"Chase Manhattan Bank, The (1799-9/1965)",8000257
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19511001,Acquire By Merger,West New Brighton Bank,8000040
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19260501,Name Change To,Staten Island National Bank & Trust Co of NY,
Staten Island National Bank & Trust Co. of NY,8500011,Former Bank/Trust Company,19020000,Established,"Port Richmond National Bank, The",
Staten Island Savings Bank,219011,Savings Banks,20060908,Merge To Federal,Sovereign Bank,5801193
Staten Island Savings Bank,219011,Savings Banks,20040412,Merge To State,Independence Community Bank,209001
Staten Island Savings Bank,219011,Savings Banks,19971008,Convert Federal,"Staten Island Savings Bank, FSB",
Staten Island Savings Bank,219011,Savings Banks,19970101,Purchased LID of,North Side Savings Bank,214006
Staten Island Savings Bank,219011,Savings Banks,19950818,Acquire By Merger,Gateway State Bank,107001
Staten Island Savings Bank,219011,Savings Banks,19831210,Acquire By Merger,Richmond County Savings & Loan Association,210
Staten Island Savings Bank,219011,Savings Banks,18661130,Name Change To,Staten Island Savings Bank,
Staten Island Savings Bank,219011,Savings Banks,18640406,NYS Chartered,"Staten Island Savings Bank, The",
"Staten Island Savings Bank, FSB",219011,Savings Banks,20060908,Merge To Federal,Sovereign Bank,5801193
"Staten Island Savings Bank, FSB",219011,Savings Banks,20040412,Merge To State,Independence Community Bank,209001
"Staten Island Savings Bank, FSB",219011,Savings Banks,19971008,Convert Federal,"Staten Island Savings Bank, FSB",
"Staten Island Savings Bank, FSB",219011,Savings Banks,19970101,Purchased LID of,North Side Savings Bank,214006
"Staten Island Savings Bank, FSB",219011,Savings Banks,19950818,Acquire By Merger,Gateway State Bank,107001
"Staten Island Savings Bank, FSB",219011,Savings Banks,19831210,Acquire By Merger,Richmond County Savings & Loan Association,210
"Staten Island Savings Bank, FSB",219011,Savings Banks,18661130,Name Change To,Staten Island Savings Bank,
"Staten Island Savings Bank, FSB",219011,Savings Banks,18640406,NYS Chartered,"Staten Island Savings Bank, The",
"Staten Island Savings Bank, The",219011,Savings Banks,20060908,Merge To Federal,Sovereign Bank,5801193
"Staten Island Savings Bank, The",219011,Savings Banks,20040412,Merge To State,Independence Community Bank,209001
"Staten Island Savings Bank, The",219011,Savings Banks,19971008,Convert Federal,"Staten Island Savings Bank, FSB",
"Staten Island Savings Bank, The",219011,Savings Banks,19970101,Purchased LID of,North Side Savings Bank,214006
"Staten Island Savings Bank, The",219011,Savings Banks,19950818,Acquire By Merger,Gateway State Bank,107001
"Staten Island Savings Bank, The",219011,Savings Banks,19831210,Acquire By Merger,Richmond County Savings & Loan Association,210
"Staten Island Savings Bank, The",219011,Savings Banks,18661130,Name Change To,Staten Island Savings Bank,
"Staten Island Savings Bank, The",219011,Savings Banks,18640406,NYS Chartered,"Staten Island Savings Bank, The",
State of New York Mortgage Agency,5600004,NYS Regulated Corporations,19700512,NYS Chartered,State of New York Mortgage Agency,
State of New York National Bank,8500153,Former Bank/Trust Company,19821101,Convert Federal,"Barclays Bank of New York, N.A.",5800003
State of New York National Bank,8500153,Former Bank/Trust Company,19821101,Merge To State,Barclays Bank of New York,8000242
State of New York National Bank,8500153,Former Bank/Trust Company,19750430,Acquire By Merger,Bankers Trust of Rockland County,8000219
State of New York National Bank,8500153,Former Bank/Trust Company,19710101,Name Change To,"Bankers Trust Company of Hudson Valley, N.A.",
State of New York National Bank,8500153,Former Bank/Trust Company,19680201,Name Change To,State of New York National Bank,
State of New York National Bank,8500153,Former Bank/Trust Company,19671201,Convert Federal,Fallkill National Bank and Trust Company,
State of New York National Bank,8500153,Former Bank/Trust Company,19660401,Convert State,Fallkill Bank & Trust Company,
State of New York National Bank,8500153,Former Bank/Trust Company,18650000,Convert Federal,Fallkill National Bank & Trust Co of Poughkeepsie,
State of New York National Bank,8500153,Former Bank/Trust Company,18520000,Established,Fallkill Bank,
State Savings Bank of New York City,8100161,Former Savings Bank,19111201,Failed,,
State Savings Bank of New York City,8100161,Former Savings Bank,19060000,Established,State Savings Bank of New York City,
State Savings Bank of Troy,8100145,Former Savings Bank,18990101,Closed,,
State Savings Bank of Troy,8100145,Former Savings Bank,18560418,NYS Chartered,State Savings Bank of Troy,
"State Savings, F.A.",8200071,Former Savings and Loan,19820630,Convert Federal,State Savings F.A.,
"State Savings, F.A.",8200071,Former Savings and Loan,19800701,Acquire By Merger,Savings & Loan Association of Newburgh,8200247
"State Savings, F.A.",8200071,Former Savings and Loan,19750701,Name Change To,State Savings & Loan Assoc of Jackson Heights,
"State Savings, F.A.",8200071,Former Savings and Loan,19380000,Name Change To,Jackson Heights Savings & Loan Association,
"State Savings, F.A.",8200071,Former Savings and Loan,18880101,NYS Chartered,Bedford Co-operative Building-Loan Association,
State Savings & Loan Assoc of Jackson Heights,8200071,Former Savings and Loan,19820630,Convert Federal,State Savings F.A.,
State Savings & Loan Assoc of Jackson Heights,8200071,Former Savings and Loan,19800701,Acquire By Merger,Savings & Loan Association of Newburgh,8200247
State Savings & Loan Assoc of Jackson Heights,8200071,Former Savings and Loan,19750701,Name Change To,State Savings & Loan Assoc of Jackson Heights,
State Savings & Loan Assoc of Jackson Heights,8200071,Former Savings and Loan,19380000,Name Change To,Jackson Heights Savings & Loan Association,
State Savings & Loan Assoc of Jackson Heights,8200071,Former Savings and Loan,18880101,NYS Chartered,Bedford Co-operative Building-Loan Association,
State Trust Company,143,Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
State Trust Company,143,Trust Company,20011110,Merge To State,JPMorgan Chase Bank,103011
State Trust Company,143,Trust Company,19590424,Name Change To,Morgan Guaranty Trust Company of New York,
State Trust Company,143,Trust Company,19100126,Merge To State,Guaranty Trust Company of New York,113026
State Trust Company,143,Trust Company,19000000,Name Change To,Morton Trust Company (1900-1910),
State Trust Company,143,Trust Company,19000000,Acquire By Merger,Morton Trust Company (1899),8000369
State Trust Company,143,Trust Company,18890000,Established,State Trust Company,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,20040630,Convert Federal,HSBC Bank USA,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19991231,Name Change To,HSBC Bank USA,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19991231,Merge To State,Republic Bank of New York,170040
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19990329,Name Change To,HSBC Bank USA,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19931231,Convert State,Marine Midland Bank,5800183
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19800201,Convert Federal,"Marine Midland Bank, N.A.",8500023
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19760101,Merge To State,Marine Midland Bank (12/75-2/80),170046
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19700101,Name Change To,Marine Midland Bank - Western,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19650901,Name Change To,Marine Midland Trust Company of Western New York,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19510428,Name Change To,Marine Trust Company of Western New York,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19510401,Merge To State,Marine Trust Company of Buffalo,5000014
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19260701,Bank To Trust Co.,State Trust Company of North Tonawanda,
State Trust Company of North Tonawanda,8000177,Former Bank/Trust Company,19260701,Established,State Bank of North Tonawanda,
Statewide Savings Bank,5801048,Savings & Loans,20060908,Merge To Federal,Sovereign Bank,5801193
Statewide Savings Bank,5801048,Savings & Loans,20000107,Merge To State,Independence Community Bank,209001
Statewide Savings Bank,5801048,Savings & Loans,20000107,Merge To State,Independence Community Bank,209001
Statewide Savings & Loan,8200100,Former Savings and Loan,19820809,Convert Federal,"Statewide Savings & Loan, FS & LA",
Statewide Savings & Loan,8200100,Former Savings and Loan,19730601,Name Change To,Statewide Savings & Loan,
Statewide Savings & Loan,8200100,Former Savings and Loan,19670127,Acquire By Merger,Saugerties Savings & Loan Association,8200099
Statewide Savings & Loan,8200100,Former Savings and Loan,19620101,Acquire By Merger,Highland Savings & Loan Association,8200326
Statewide Savings & Loan,8200100,Former Savings and Loan,19390000,Name Change To,Savings & Loan Association of Kingston,
Statewide Savings & Loan,8200100,Former Savings and Loan,18920111,NYS Chartered,Kingston Co-Operative Savings & Loan Assoc,
St. Boniface Parish Credit Union,8300393,Former Credit Union,19430130,Liquidated,,
St. Boniface Parish Credit Union,8300393,Former Credit Union,19381208,NYS Chartered,St. Boniface Parish Credit Union,
Steamship Clerks Savings and Loan Association,12,Savings & Loans,19950914,Liquidated,,
Steamship Clerks Savings and Loan Association,12,Savings & Loans,19390501,Merge To State,American Savings and Loan Association,301003
Steamship Clerks Savings and Loan Association,12,Savings & Loans,19110322,NYS Chartered,Steamship Clerks Savings and Loan Associ,
Sterling Banking Corporation,719002,Investment Company (Article XII),20151211,Closed,,
Sterling Banking Corporation,719002,Investment Company (Article XII),19720710,Name Change To,Sterling Banking Corporation,
Sterling Banking Corporation,719002,Investment Company (Article XII),19601219,Name Change To,SFC Acceptance Corporation,
Sterling Banking Corporation,719002,Investment Company (Article XII),19510830,NYS Chartered,Jewelers Acceptance Corporation,
Sterling Natl Bank & Trust Company of New York,5800190,Bank,20131031,Acquire By Merger,Provident Municipal Bank,5000057
Sterling Natl Bank & Trust Company of New York,5800190,Bank,19480501,Acquire By Merger,Boulevard Bank - Queens,8000010
Sterling Natl Bank & Trust Company of New York,5800190,Bank,19290000,Established,Sterling Natl Bank & Trust Company of New York,
Steuben Trust Company,119016,Trust Company,20090220,Name Change To,Steuben Trust Company,
Steuben Trust Company,119016,Trust Company,20090220,Acquire By Merger,Canisteo Savings and Loan Association,303002
Steuben Trust Company,119016,Trust Company,19961223,Branches Sold To,Steuben Trust Company,119016
Steuben Trust Company,119016,Trust Company,19961223,Purchase Branches,Key Bank of New York,114041
Steuben Trust Company,119016,Trust Company,19191231,Name Change To,Steuben Trust Company,
Steuben Trust Company,119016,Trust Company,19191231,Bank To Trust Co.,,
Steuben Trust Company,119016,Trust Company,19020000,Established,Bank of Steuben,
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
